name,platform,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler,isbig
plr_1_launch_exert_3,,sfx\levels\vox\launch\plr_1_launch_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_launch_exert_4,,sfx\levels\vox\launch\plr_1_launch_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_launch_exert_5,,sfx\levels\vox\launch\plr_1_launch_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_launch_exert_0,,sfx\levels\vox\launch\plr_2_launch_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_launch_exert_1,,sfx\levels\vox\launch\plr_2_launch_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_launch_exert_2,,sfx\levels\vox\launch\plr_2_launch_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_launch_exert_3,,sfx\levels\vox\launch\plr_2_launch_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_launch_exert_4,,sfx\levels\vox\launch\plr_2_launch_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_launch_exert_5,,sfx\levels\vox\launch\plr_2_launch_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_launch_exert_0,,sfx\levels\vox\launch\plr_3_launch_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_launch_exert_1,,sfx\levels\vox\launch\plr_3_launch_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_launch_exert_2,,sfx\levels\vox\launch\plr_3_launch_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_launch_exert_3,,sfx\levels\vox\launch\plr_3_launch_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_launch_exert_4,,sfx\levels\vox\launch\plr_3_launch_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_launch_exert_5,,sfx\levels\vox\launch\plr_3_launch_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Lunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_knife_exert_0,,sfx\levels\vox\lunge\plr_0_knife_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_knife_exert_1,,sfx\levels\vox\lunge\plr_0_knife_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_knife_exert_2,,sfx\levels\vox\lunge\plr_0_knife_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_knife_exert_0,,sfx\levels\vox\lunge\plr_1_knife_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_knife_exert_1,,sfx\levels\vox\lunge\plr_1_knife_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_knife_exert_2,,sfx\levels\vox\lunge\plr_1_knife_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_knife_exert_0,,sfx\levels\vox\lunge\plr_2_knife_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_knife_exert_1,,sfx\levels\vox\lunge\plr_2_knife_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_knife_exert_2,,sfx\levels\vox\lunge\plr_2_knife_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_knife_exert_0,,sfx\levels\vox\lunge\plr_3_knife_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_knife_exert_1,,sfx\levels\vox\lunge\plr_3_knife_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_knife_exert_2,,sfx\levels\vox\lunge\plr_3_knife_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Melee Kill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_melee_0,,sfx\levels\vox\melee_kill\plr_0_melee_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_melee_1,,sfx\levels\vox\melee_kill\plr_0_melee_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_melee_2,,sfx\levels\vox\melee_kill\plr_0_melee_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_melee_0,,sfx\levels\vox\melee_kill\plr_1_melee_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_melee_1,,sfx\levels\vox\melee_kill\plr_1_melee_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_melee_2,,sfx\levels\vox\melee_kill\plr_1_melee_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_melee_0,,sfx\levels\vox\melee_kill\plr_2_melee_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_melee_1,,sfx\levels\vox\melee_kill\plr_2_melee_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_melee_2,,sfx\levels\vox\melee_kill\plr_2_melee_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_melee_0,,sfx\levels\vox\melee_kill\plr_3_melee_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_melee_1,,sfx\levels\vox\melee_kill\plr_3_melee_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_melee_2,,sfx\levels\vox\melee_kill\plr_3_melee_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_negative_0,,sfx\levels\vox\negative\plr_0_negative_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_negative_1,,sfx\levels\vox\negative\plr_0_negative_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_negative_2,,sfx\levels\vox\negative\plr_0_negative_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_negative_0,,sfx\levels\vox\negative\plr_1_negative_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_negative_1,,sfx\levels\vox\negative\plr_1_negative_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_negative_2,,sfx\levels\vox\negative\plr_1_negative_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_negative_0,,sfx\levels\vox\negative\plr_2_negative_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_negative_1,,sfx\levels\vox\negative\plr_2_negative_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_negative_2,,sfx\levels\vox\negative\plr_2_negative_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_negative_0,,sfx\levels\vox\negative\plr_3_negative_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_negative_1,,sfx\levels\vox\negative\plr_3_negative_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_negative_2,,sfx\levels\vox\negative\plr_3_negative_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#NoMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_nomoney_0,,sfx\levels\vox\nomoney\plr_0_nomoney_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_nomoney_0,,sfx\levels\vox\nomoney\plr_1_nomoney_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_nomoney_0,,sfx\levels\vox\nomoney\plr_2_nomoney_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_nomoney_0,,sfx\levels\vox\nomoney\plr_3_nomoney_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_pain_exert_0,,sfx\levels\vox\pain\plr_0_pain_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_pain_exert_1,,sfx\levels\vox\pain\plr_0_pain_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_pain_exert_2,,sfx\levels\vox\pain\plr_0_pain_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_pain_exert_3,,sfx\levels\vox\pain\plr_0_pain_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_pain_exert_4,,sfx\levels\vox\pain\plr_0_pain_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_pain_exert_5,,sfx\levels\vox\pain\plr_0_pain_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_pain_exert_6,,sfx\levels\vox\pain\plr_0_pain_exert_6.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_pain_exert_7,,sfx\levels\vox\pain\plr_0_pain_exert_7.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_0,,sfx\levels\vox\pain\plr_1_pain_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_1,,sfx\levels\vox\pain\plr_1_pain_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_2,,sfx\levels\vox\pain\plr_1_pain_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_3,,sfx\levels\vox\pain\plr_1_pain_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_4,,sfx\levels\vox\pain\plr_1_pain_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_5,,sfx\levels\vox\pain\plr_1_pain_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_6,,sfx\levels\vox\pain\plr_1_pain_exert_6.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_pain_exert_7,,sfx\levels\vox\pain\plr_1_pain_exert_7.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_0,,sfx\levels\vox\pain\plr_2_pain_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_1,,sfx\levels\vox\pain\plr_2_pain_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_2,,sfx\levels\vox\pain\plr_2_pain_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_3,,sfx\levels\vox\pain\plr_2_pain_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_4,,sfx\levels\vox\pain\plr_2_pain_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_5,,sfx\levels\vox\pain\plr_2_pain_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_6,,sfx\levels\vox\pain\plr_2_pain_exert_6.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_pain_exert_7,,sfx\levels\vox\pain\plr_2_pain_exert_7.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_0,,sfx\levels\vox\pain\plr_3_pain_exert_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_1,,sfx\levels\vox\pain\plr_3_pain_exert_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_2,,sfx\levels\vox\pain\plr_3_pain_exert_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_3,,sfx\levels\vox\pain\plr_3_pain_exert_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_4,,sfx\levels\vox\pain\plr_3_pain_exert_4.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_5,,sfx\levels\vox\pain\plr_3_pain_exert_5.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_6,,sfx\levels\vox\pain\plr_3_pain_exert_6.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_pain_exert_7,,sfx\levels\vox\pain\plr_3_pain_exert_7.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Plant Mine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_plantmine_0,,sfx\levels\vox\plant_mine\plr_0_plantmine_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_plantmine_1,,sfx\levels\vox\plant_mine\plr_0_plantmine_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_plantmine_2,,sfx\levels\vox\plant_mine\plr_0_plantmine_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_plantmine_3,,sfx\levels\vox\plant_mine\plr_0_plantmine_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_plantmine_0,,sfx\levels\vox\plant_mine\plr_1_plantmine_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_plantmine_1,,sfx\levels\vox\plant_mine\plr_1_plantmine_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_plantmine_2,,sfx\levels\vox\plant_mine\plr_1_plantmine_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_plantmine_3,,sfx\levels\vox\plant_mine\plr_1_plantmine_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_plantmine_0,,sfx\levels\vox\plant_mine\plr_2_plantmine_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_plantmine_1,,sfx\levels\vox\plant_mine\plr_2_plantmine_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_plantmine_2,,sfx\levels\vox\plant_mine\plr_2_plantmine_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_plantmine_3,,sfx\levels\vox\plant_mine\plr_2_plantmine_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_plantmine_0,,sfx\levels\vox\plant_mine\plr_3_plantmine_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_plantmine_1,,sfx\levels\vox\plant_mine\plr_3_plantmine_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_plantmine_2,,sfx\levels\vox\plant_mine\plr_3_plantmine_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_plantmine_3,,sfx\levels\vox\plant_mine\plr_3_plantmine_3.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_positive_0,,sfx\levels\vox\positive\plr_0_positive_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_positive_1,,sfx\levels\vox\positive\plr_0_positive_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_positive_2,,sfx\levels\vox\positive\plr_0_positive_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_positive_0,,sfx\levels\vox\positive\plr_1_positive_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_positive_1,,sfx\levels\vox\positive\plr_1_positive_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_1_positive_2,,sfx\levels\vox\positive\plr_1_positive_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_positive_0,,sfx\levels\vox\positive\plr_2_positive_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_positive_1,,sfx\levels\vox\positive\plr_2_positive_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_2_positive_2,,sfx\levels\vox\positive\plr_2_positive_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_positive_0,,sfx\levels\vox\positive\plr_3_positive_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_positive_1,,sfx\levels\vox\positive\plr_3_positive_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_3_positive_2,,sfx\levels\vox\positive\plr_3_positive_2.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#Powerups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plr_0_instakill_0,,sfx\levels\vox\powerups\plr_0_instakill_0.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
plr_0_instakill_1,,sfx\levels\vox\powerups\plr_0_instakill_1.wav,,1,1,35,3000,,,,,voice,,,,,,,0.95,1,,2d,,,,,all_sp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
